Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Archos,55 Helium Plus,ac55heplus,920MB,Phone,Mediatek MT6735P,720x1280,280,arm64-v8a;armeabi-v7a;armeabi,22,3
Archos,55 platinum,ac55pl,953MB,Phone,Spreadtrum SC7731,1280x720,280,armeabi-v7a;armeabi,22,2
Archos,Archos Sense 55 DC,ac55sedc,1882MB,Phone,Mediatek MT6737,720x1280,280,armeabi-v7a;armeabi,24,3.1
Archos,BUSH SPIRA D5.5 Dual Camera,ac55sedcv2,2872MB,Phone,Mediatek MT6737T,1080x1920,400,armeabi-v7a;armeabi,24,3.1
Archos,Archos Sense 55 S,ac55ses,1866MB,Phone,Mediatek MT6737T,1080x1920,400,armeabi-v7a;armeabi,24,3.1
Alba,Alba 4G Plus,ac57crs,876MB,Phone,Spreadtrum SC9832,720x1440,280,armeabi-v7a;armeabi,24,2
Archos,Archos Core 57S,ac57crs,876MB,Phone,Spreadtrum SC9832,720x1440,280,armeabi-v7a;armeabi,24,2
Archos,59 Titanium,ac59ti,456MB,Phone,Mediatek MT8132,480x854,213,armeabi-v7a;armeabi,19,2
Archos,59 Xenon,ac59xe,961MB,Phone,Mediatek MT6582,720x1280,240,armeabi-v7a;armeabi,19,2
Alba,Alba 6,ac60crs,1814MB,Phone,Spreadtrum SC9850,720x1440,280,armeabi-v7a;armeabi,24,3.2
Archos,Archos Core 60S,ac60crs,1814MB,Phone,Spreadtrum SC9850,720x1440,280,armeabi-v7a;armeabi,24,3.2
Archos,60 Platinum,ac60pl,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2
Archos,62 Xenon,ac62xe,955MB,Phone,Mediatek MT6582,720x1280,240,armeabi-v7a;armeabi,19,2
Archos,64 Xenon,ac64xe,966MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,17,2
Archos,Archos Access 70 3G,ac70as3g,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2
Archos,70b Helium,ac70bhe,929MB,Tablet,Mediatek MT8735,800x1280,160,armeabi-v7a;armeabi,22,3
Archos,70b Neon,ac70bne,971MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,22,3
Archos,Bush MyTablet 7,ac70bu,512MB,Tablet,Rockchip RK3026,600x1024,160,armeabi-v7a;armeabi,19,2
Archos,70b Xenon,ac70bxe,454MB,Tablet,Mediatek MT8132,1024x600,160,armeabi-v7a;armeabi,19,2
Archos,70c Neon,ac70cne,980MB,Tablet,Mediatek MT8127,600x1024,160,armeabi-v7a;armeabi,23,2
Archos,Archos Core 70 3G,ac70cr3g,957MB,Phone,Mediatek MT8321,720x1280,213,armeabi-v7a;armeabi,24,2
Archos,Archos Core 70 3G,ac70cr3gv2,956MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,24,2
Archos,70 Copper,ac70cv,454MB,Tablet,Mediatek MT8132,1024x600,160,armeabi-v7a;armeabi,19,2
Archos,70c Xenon,ac70cxe,964MB,Tablet,Mediatek MT8312,600x1024,160,armeabi-v7a;armeabi,22,2
Archos,Archos 70d Titanium,ac70dti,972MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Archos,70 Helium,ac70he,904MB,Tablet,Mediatek MT8382,1024x600,160,armeabi-v7a;armeabi,19,3
Archos,70 Neon,ac70ne,415MB,Tablet,Allwinner A33,1024x600,160,armeabi-v7a;armeabi,19,2
Archos,70 Neon Plus,ac70nep,999MB,Tablet,Rockchip RK3126,600x1024,160,armeabi-v7a;armeabi,22,2
Archos,70 Oxygen,ac70ox,1940MB,Tablet,Mediatek MT8163,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,23,3
Bush,Spira B2 7 tablet,ac70ox,1940MB,Tablet,Mediatek MT8163,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,23,3
Archos,Archos 70 Oxygen,ac70oxv2,1960MB,Tablet,Mediatek MT8163A,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Archos,Bush 7.0 MyTablet,ac70pl,476MB,Tablet,Mediatek MT8127,600x1024,160,armeabi-v7a;armeabi,19,2
Archos,70 Platinum 3G,ac70pl3g,964MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,23,2
Archos,70 platinum,ac70plv3,983MB,Tablet,Mediatek MT8127,1024x600,160,armeabi-v7a;armeabi,21,2
Archos,Alba 7'',ac70plv4,972-974MB,Tablet,Mediatek MT8163,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,22;24,3.0;3.1
Archos,Alba 7,ac70plv5,972MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Alba,ALBA 7 TABLET,ac70plv6,972MB,Tablet,Mediatek MT8163,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Archos,Kodak Tab 7,ac70tr,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2
Archos,70 Xenon Color,ac70xec,965MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,22,2
Archos,Archos 79b Neon,ac79bnev2,973MB,Tablet,Mediatek MT8163,768x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3
Archos,Bush 7.85 My Tablet,ac79bu,1024MB,Tablet,Rockchip RK3188T,768x1024,160,armeabi-v7a;armeabi,19,2
Bush,MyTablet 79,ac79bu,1024MB,Tablet,Rockchip RK3188T,768x1024,160,armeabi-v7a;armeabi,19,2
Archos,79 Cobalt,ac79co,512MB,Tablet,Rockchip RK3026,1024x768,160,armeabi-v7a;armeabi,17,2
Archos,79 Platinium,AC79PL,1024MB,Tablet,Rockchip RK3188,768x1024,160,armeabi-v7a;armeabi,17,2
Archos,80b Helium,ac80bhe,899MB,Tablet,Mediatek MT8732,1280x800,213,armeabi-v7a;armeabi,19,3
Archos,80b Helium,ac80bhev2,924MB,Tablet,Mediatek MT8735,800x1280,160,armeabi-v7a;armeabi,22,3
Archos,80b xenon,ac80bxe,947MB,Tablet,Mediatek MT8382,1280x800,213,armeabi-v7a;armeabi,19,2
Archos,80 Carbon,AC80CA,900MB,Tablet,Rockchip RK2928,1024x768,160,armeabi-v7a;armeabi,16,2
Archos,Bush 8.0 MyTablet,ac80cpl,967MB,Tablet,Mediatek MT8127,800x1280,213,armeabi-v7a;armeabi,19,2
Archos,Archos 50c Platinum,ac80cplv3,967MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Archos,80c Xenon,ac80cxe,942MB,Tablet,Mediatek MT8382,800x1280,160,armeabi-v7a;armeabi,21,2
Archos,Bush 8'',ac80dpl,965MB,Tablet,Mediatek MT8127,1280x800,160,armeabi-v7a;armeabi,21,2
Archos,Bush Spira B1 8'',ac80dplv2,966MB,Tablet,Mediatek MT8163,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,22,3
Archos,80d Xenon,ac80dxe,956MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,22,2
Archos,80 Helium,ac80he,847MB,Tablet,Qualcomm MSM8926,1024x768,160,armeabi-v7a;armeabi,18,3
Archos,80 Oxygen,ac80ox,1960MB,Tablet,Mediatek MT8163,1200x1920,280,arm64-v8a;armeabi-v7a;armeabi,23,3
Bush,BUSH SPIRA B3 8 TABLET,ac80oxv2,1960MB,Tablet,Mediatek MT8163,1200x1920,280,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Archos,90b Copper,ac90bcv,961MB,Tablet,Mediatek MT8312,1024x600,160,armeabi-v7a;armeabi,19,2
Archos,90b Neon,ac90bne,399MB,Tablet,Allwinner A33,1024x600,160,armeabi-v7a;armeabi,19,2
Archos,90 Copper,ac90cv,454MB,Tablet,Mediatek MT8132,1024x600,160,armeabi-v7a;armeabi,19,2
Archos,9.4'' FFF,ac94fff,2019MB,Tablet,Rockchip RK3288,1280x800,160,armeabi-v7a;armeabi,19,3
Archos,96 Xenon,ac96xe,952MB,Tablet,Mediatek MT6582,1280x800,160,armeabi-v7a;armeabi,19,2
Archos,97b Platinum,AC97BPL,2048MB,Tablet,Rockchip RK3188,2048x1536,320,armeabi-v7a;armeabi,17,2
Archos,97 Cobalt,AC97CO,876MB,Tablet,Rockchip RK3066,1024x768,160,armeabi-v7a;armeabi,16,2
Archos,97c Platinum,ac97cpl,972MB,Tablet,Mediatek MT8163,768x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3
Archos,Archos 97c Platinum,ac97cplv2,971MB,Tablet,Mediatek MT8163,768x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Ascom Wireless Solutions,Ascom Myco 2 WiFi,ACBA,1000MB,Phone,Freescale i.MX6,320x480,160,armeabi-v7a;armeabi,22,2
Alcor,Alcor,Access_Q784C,951MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,24,2
Hurricane,Ace,Ace,925MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2
STK(Santok),STK Ace Plus,Ace_Plus,1918MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Acer,Iconia TalkTab 7,acer_a1_724,909MB,Phone,Qualcomm MSM8916,720x1280,213,armeabi-v7a;armeabi,19,3
Acer,A1-713,acer_aprilia,958-970MB,Tablet,Mediatek MT8382,600x1024,160,armeabi-v7a;armeabi,17;19,2
Acer,Iconia Tab 7,acer_apriliahd,949MB,Tablet,Mediatek MT8382,800x1280,213,armeabi-v7a;armeabi,19,2
Acer,Iconia Tab 10,acer_asgard,1970MB,Tablet,Mediatek MT8176A,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Acer,Iconia Tab 10,acer_asgardfhd,1954MB,Tablet,Mediatek MT8167B,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Acer,Iconia Tab 10 (AsgardLTE),acer_asgardlte,1899MB,Tablet,Mediatek MT8735,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Acer,A1-734,acer_barricade,1926MB,Phone,Mediatek MT8735,720x1280,213,arm64-v8a;armeabi-v7a;armeabi,23,3
Acer,B1-733,acer_barricade_3G,959MB,Phone,Mediatek MT8321,720x1280,213,armeabi-v7a;armeabi,23,2
Acer,B1-780,acer_barricadewifi,948MB,Phone,Mediatek MT8163,720x1280,213,arm64-v8a;armeabi-v7a;armeabi,23,3
Acer,Iconia One 10,acer_Colnago,1966MB,Tablet,Mediatek MT8167B,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Acer,Liquid E3,acer_e3,969-1987MB,Phone,Mediatek MT6589,720x1280,320,armeabi-v7a;armeabi,17;19,2
Acer,Liquid E700,acer_e39,1969MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2
Acer,E380,acer_e3n,1984-1987MB,Phone,Mediatek MT6589,720x1280,320,armeabi-v7a;armeabi,17;19,2
Acer,Iconia One 8,acer_FrenzyRefresh,1975MB,Tablet,Mediatek MT8163A,1280x800,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Acer,A3-A20,acer_harley,970MB,Tablet,Mediatek MT8125,1280x800,160,armeabi-v7a;armeabi,19,2
Acer,A3-A20FHD,acer_harleyfhd,1955MB,Tablet,Mediatek MT8127T,1920x1200,240,armeabi-v7a;armeabi,19,2
Acer,A3-A40,acer_jetfirefhd,1941MB,Tablet,Mediatek MT8163,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,23,3
Acer,B3-A30,acer_jetfirehd,948MB,Tablet,Mediatek MT8163,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,23,3
Acer,Iconia One 10,acer_jetfirelte,1925MB,Tablet,Mediatek MT8735,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,23,3
Acer,Acer One 7 4G,Acer_One_7_4G,1933MB,Tablet,Mediatek MT6735,800x1280,213,armeabi-v7a;armeabi,27,3.1
Acer,Liquid Jade,acer_S55,954MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2
Acer,Liquid Jade S,acer_S56,1914-1916MB,Phone,Mediatek MT6752M,720x1280,320,armeabi-v7a;armeabi,19;22,3
Acer,Liquid Jade Z,acer_S57,898MB,Phone,Mediatek MT6732,720x1280,320,armeabi-v7a;armeabi,19,3
Acer,Liquid Jade 2,acer_s58a,2739MB,Phone,Qualcomm MSM8992,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Acer,Liquid X2,acer_S59,2935MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3
Acer,Liquid Z530,acer_T02,1946MB,Phone,Mediatek MT6735,720x1280,320,armeabi-v7a;armeabi,22,3
Acer,Liquid Z630,acer_t03,1946MB,Phone,Mediatek MT6735,720x1280,320,armeabi-v7a;armeabi,22,3
Acer,Liquid Z630S,acer_t04,2959-2962MB,Phone,Mediatek MT6753,720x1280,320,armeabi-v7a;armeabi,22;23,3
Acer,Liquid Z530S,acer_t05,2935MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3
Acer,Liquid Zest,acer_t06,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2
Acer,Liquid Zest 4G,acer_t07,1944MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,23,3
Acer,Liquid Zest Plus,acer_t08,1943MB,Phone,Mediatek MT6735,720x1280,320,armeabi-v7a;armeabi,23,3
Acer,Liquid Z6,acer_t09,929MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3
Acer,Liquid Z6E,acer_t10,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2
Acer,Liquid Z6 Plus,acer_t11,2918MB,Phone,Mediatek MT6753,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3
Acer,Iconia Tab 10,acer_Titan,3959MB,Tablet,Mediatek MT8176A,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Acer,Iconia One 7,acer_Vulcan,967MB,Tablet,Mediatek MT8167B,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Acer,Liquid Z200,acer_z200,465MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,19,2
Acer,Liquid Z205,acer_z205,973MB,Phone,Mediatek MT6572M,480x800,240,armeabi-v7a;armeabi,19,2
Acer,Liquid Z205,acer_z205p,465MB,Phone,Mediatek MT6572M,480x800,240,armeabi-v7a;armeabi,19,2
Acer,Liquid Z410,acer_z410,907MB,Phone,Mediatek MT6732M,480x854,240,armeabi-v7a;armeabi,19,3
Acer,Liquid Z500,acer_Z500,1970MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2
Acer,Liquid Z520,acer_z520,965MB,Phone,Mediatek MTK6582M,480x854,240,armeabi-v7a;armeabi,19,2
Acer,Liquid Z4,acer_Z6,468MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,17,2
Acer,Iconia One 8,acer_Zipp,963MB,Tablet,Mediatek MT8176A,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Acer,Liquid Z5,acer_ZXL,468MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,17,2
Acer,Liquid Z3,acer_ZXR,473MB,Phone,Mediatek MT6572M,320x480,160,armeabi-v7a;armeabi,17,2
ZTE,Z828,achill,908MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,22,3
Ophone,Active 5.0,Active_5_0,953MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Micromax,Bolt,AD3520,482MB,Phone,Mediatek MT6571,320x480,160,armeabi-v7a;armeabi,19,2
Micromax,Bolt,AD4500,476MB,Phone,Mediatek MT6571,480x854,240,armeabi-v7a;armeabi,19,2
Haier,Smartfren Andromax AD681H,AD681H,403-512MB,Phone,Qualcomm MSM8612,480x854,240,armeabi-v7a;armeabi,18;19,3
Smartfren,Andromax AD682H,AD682H,1024MB,Phone,Qualcomm MSM8612,540x960,240,armeabi-v7a;armeabi,19,3
Hisense,New Andromax-i,AD685G,512MB,Phone,Qualcomm MSM8x25,480x800,240,armeabi-v7a;armeabi,16,2
Hisense,Andromax-c,AD686G,512MB,Phone,Qualcomm MSM8x10,480x800,240,armeabi-v7a;armeabi,15;16,2
Smartfren,Andromax AD687G,AD687G,512MB,Phone,Qualcomm MSM8x25Q,480x800,240,armeabi-v7a;armeabi,16,2
Smartfren,AD688G,AD688G,512MB,Phone,Qualcomm MSM8610,480x800,240,armeabi-v7a;armeabi,18;19,3
Smartfren,AD689G,AD689G,1024MB,Phone,Qualcomm MSM8x10,540x960,240,armeabi-v7a;armeabi,18;19,3
Haier,AD6B1H,AD6B1H,403MB,Phone,Qualcomm MSM8610,480x800,240,armeabi-v7a;armeabi,19,3
Haier,Smartfren Andromax AD9A1H,AD9A1H,403-512MB,Phone,Qualcomm MSM8610,320x480,160,armeabi-v7a;armeabi,18;19,3
Vestel,Venus E2 Plus,Ada,1915MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,25,3
ZTE,Z730,ada,909MB,Phone,Qualcomm MSM8210,480x800,240,armeabi-v7a;armeabi,18,3
Vestel,Venus Go,AdaGo,901MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,27,3
Motorola,Moto Z Play Droid,addison,2875-2879MB,Phone,Qualcomm MSM8953,1080x1920,480,armeabi-v7a;armeabi,23;24;25;26,3.1;3.2
EnergySistem,adelroth,adelroth,1960MB,Tablet,Mediatek MT8163,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Zen,Zen Admire Glory+,ADMIRE_GLORY_PLUS,877MB,Phone,Spreadtrum SC9832,480x800,240,armeabi-v7a;armeabi,24,2
Zen,Zen Admire Swadesh+,ADMIRE_SWADESH_PLUS,873MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,24,2
Turbonet,ADR1776,ADR1776,1915MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,23,3
Pantech,ADR910L,ADR910L,804MB,Phone,Qualcomm MSM8960,480x800,240,armeabi-v7a;armeabi,15;16,2
Pantech,ADR930L,ADR930L,792MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16,2
Advan digital,5041,ADVAN_5041,703MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2
Advan digital,5059,ADVAN_5059,915MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,23,2
Advan digital,5060,ADVAN_5060,877MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,24,2
Advan digital,5061,ADVAN_5061,803MB,Phone,Spreadtrum SC9850S,720x1280,320,armeabi-v7a;armeabi,24,3.2
Advan digital,ADVAN G2 plus,ADVAN_5701,2857MB,Phone,Mediatek MT6580,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Advan digital,X7 Pro,ADVAN_7008,964MB,Phone,Mediatek MT8321,1024x600,213,armeabi-v7a;armeabi,23,2
Advan digital,A8,ADVAN_A8,3818MB,Phone,Mediatek MT6750T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Advan digital,E1C,ADVAN_E1C_3G,964MB,Phone,Mediatek MT8321,600x1024,213,armeabi-v7a;armeabi,23,2
Advan digital,E1C NXT,ADVAN_E1C_NXT,959MB,Phone,Mediatek MT8321,1024x600,213,armeabi-v7a;armeabi,24,2
Advan digital,G2,ADVAN_G2,2807MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Advan digital,G3,ADVAN_G3,3830MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Advan digital,i7U,ADVAN_i_Lite,803MB,Phone,Spreadtrum SC9850,600x1024,213,armeabi-v7a;armeabi,24,3.2
Advan digital,I Tab,ADVAN_i_Tab,1901MB,Phone,Mediatek MT8735,720x1280,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Advan digital,S40 LTE,ADVAN_i4U,803MB,Phone,Spreadtrum SC9850,480x800,240,armeabi-v7a;armeabi,24,3.2
Advan digital,i55D,ADVAN_i55D,803MB,Phone,Spreadtrum SC9850,480x960,240,armeabi-v7a;armeabi,24,3.2
Advan digital,i55K,ADVAN_i55K,1884MB,Phone,Mediatek MT6737,640x1280,320,armeabi-v7a;armeabi,24,3.1
Advan digital,i5C plus,ADVAN_i5C_Plus,1918MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Advan digital,I5E,ADVAN_I5E,1944MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3
Advan digital,I5E,ADVAN_I5Es,1916MB,Phone,Spreadtrum SC9832A,720x1280,320,armeabi-v7a;armeabi,22,2
Advan digital,ADVAN S50 4G,ADVAN_i5G,860MB,Phone,Spreadtrum SC9850KA,480x854,240,armeabi-v7a;armeabi,27,3.2
Advan digital,i7,ADVAN_i7,1931MB,Tablet,Mediatek MT8735M,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3
Advan digital,i7A,ADVAN_i7A,923MB,Tablet,Mediatek MT8735M,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3
Advan digital,I7D,ADVAN_I7D,915MB,Phone,Spreadtrum SC9832A,1024x600,213,armeabi-v7a;armeabi,23,2
Advan digital,M4,ADVAN_M4,462MB,Phone,Mediatek MT6570,480x800,240,armeabi-v7a;armeabi,23,2
Advan digital,S40,ADVAN_S40,914MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,24,2
Advan digital,S45E,ADVAN_S45E,703MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2
Advan digital,S4Z,ADVAN_S4Z,952MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,23,2
Advan digital,S5E FULL VIEW,ADVAN_S5E_FULL_VIEW,803MB,Phone,Spreadtrum SC9850,480x960,240,armeabi-v7a;armeabi,24,3.2
Advan digital,S5E_NXT,ADVAN_S5E_NXT,703-964MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,22;23,2
Advan digital,S7C,ADVAN_S7C,692MB,Phone,Spreadtrum SC7731C,1024x600,213,armeabi-v7a;armeabi,23,2
Blu,ADVANCE 4.0 L3,Advance_4_0_L3,458MB,Phone,Spreadtrum SC7731,480x800,240,armeabi-v7a;armeabi,23,2
Blu,ADVANCE 5.0 HD,Advance_5_0_HD,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2
Smart,Advance Pro,Advance_Pro,902MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Infocus,A1S,AE2,873MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Micromax,CANVAS DUET,AE90,842MB,Phone,Qualcomm MSM8625Q,540x960,240,armeabi-v7a;armeabi,16,2
Samsung,Galaxy Stratosphere2,aegis2vzw,811MB,Phone,Qualcomm MSM8960,480x800,240,armeabi-v7a;armeabi,15;16,2
STF Mobile,AERIAL PLUS,AERIAL,2048MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
iBRIT,Alpha,AF51,960MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2
Affix,T737,AFFIX_T737,923MB,Tablet,Mediatek MT8735M,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,23,3
Samsung,Galaxy Core LTE,afyonlte,851MB,Phone,Broadcom MP5232,540x960,240,armeabi-v7a;armeabi,17,2
Samsung,Galaxy Core,afyonltecan,1354MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,19,3
Samsung,Galaxy Core,afyonlteMetroPCS,1354MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,19,3
Samsung,Galaxy Avant,afyonltetmo,1354MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,19,3
AG Mobile,AG Flair,AG_Flair,951MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,22,2
AG Mobile,AG Go Tab Access 2,AG_Go_Tab_Access_2,963MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,22,2
Infocus,IF9007,AG2,1883MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Sharp,Sharp Pi,AG3,1883MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Infocus,IF9007,AG5,1883MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
BenQ,Agora 4G,Agora_4G,846MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19,3
BenQ,Kogan 4G+,Agora_4G_PLUS,1878MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19,3
BenQ,Agora_4G_Pro,Agora_4G_Pro,1890-1891MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22,3
Kogan,Kogan Agora 8 Plus,Agora_8_Plus,3869MB,Phone,Mediatek MT6750,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
BenQ,Agora_Lite,Agora_Lite,965MB,Phone,Mediatek MT6582M,480x854,240,armeabi-v7a;armeabi,21,2
NEC,AGT10,AGT10,,Tablet,TI OMAP4430,1280x800,160,armeabi-v7a;armeabi,16,2
Infocus,InFocus M6S,AH2,3834MB,Phone,Mediatek MT6570,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Sharp,Sharp A Click,AH3,3834MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Motorola,moto e5 plus,ahannah,2878MB,Phone,Qualcomm MSM8937,720x1440,320,armeabi-v7a;armeabi,26,3.2
Mobiwire,Ahiga,Ahiga,970-977MB,Phone,Mediatek MT6572,540x960,240,armeabi-v7a;armeabi,17;19,2
Lenovo,A399,Aiken,458MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2
ZTE,A1P,ailsa,3631-3727MB,Phone,Qualcomm MSM8994,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,22;23,3.1
Tonino Lamborghini,TL99G,ailsa_ii,3770MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25,3.2
ZTE,ZTE A2017G,ailsa_ii,3737-3770MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23;24;25;26,3.1;3.2
Lenovo,K3 Note,aio_3m_otfp_m,1871MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3
Lenovo,K3 Note,aio_otfp,1886-1887MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22,3
Lenovo,K50-T5,aio_otfp_m,1822MB,Phone,Mediatek MT6752,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3
Lenovo,A7600,aiocmcc_ttp,,Phone,Mediatek MT6752,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3
